"phase","institution","filename","status","bytes","url","retrieved","error"
"1","UBC Vancouver","2018_UBCV_Green-Building-Action-Plan-Action-Appendices.pdf","SKIPPED","7878335","https://planning.ubc.ca/sites/default/files/2019-11/PLAN_UBC_Green_Building_Action_ActionAppendices.pdf","2026-08-14T15:22:21",""
"1","UBC Vancouver","2019_UBCV_Water-Action-Plan.pdf","SKIPPED","1938396","https://planning.ubc.ca/sites/default/files/2019-11/PLANS_UBC_WaterActionPlan.pdf","2026-08-14T15:22:24",""
"1","UBC Vancouver","2017_UBCV_Integrated-Stormwater-Management-Plan.pdf","FAILED","0","https://planning.ubc.ca/sites/default/files/2019-11/PLAN_UBC_ISMP_Final2017.pdf","2026-08-18T14:14:41","The remote server returned an error: (404) Not Found."
"1","UBC Vancouver","2023_UBCV_Zero-Waste-Action-Plan-2030.pdf","SKIPPED","6048321","https://planning.ubc.ca/sites/default/files/2023-08/230608_ZWAP.pdf","2026-08-14T15:22:35",""
"1","UBC Vancouver","2025_UBCV_UBC-GHG-Inventory-2025.pdf","SKIPPED","481717","https://sustain.ubc.ca/sites/default/files/files/UBCV_GHG_Inventory_2025.pdf","2026-08-14T15:22:36",""
"1","UBC Vancouver","2025_UBCV_Climate-Change-Accountability-Report-CCAR-2025.pdf","SKIPPED","7071647","https://sustain.ubc.ca/sites/default/files/files/2025%20CCAR.pdf","2026-08-14T15:22:43",""
"1","UBC Vancouver","2024_UBCV_2024-PSO-CCAR-gov.bc.ca-mirror.pdf","SKIPPED","6603372","https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2024/ps/ubc_2024_ccar.pdf","2026-08-14T15:22:51",""
"1","UBC Vancouver","2023_UBCV_TCFD-Climate-Related-Financial-Disclosure-Report-FY2023.pdf","SKIPPED","12268791","https://sustain.ubc.ca/sites/default/files/files/MASTER_TDFC_UBC_2023_FINAL.pdf","2026-08-14T15:23:05",""
"1","UBC Vancouver","2023_UBCV_TogetherEnsemble-at-UBC-Indigenous-lens-report.pdf","SKIPPED","574972","https://sustain.ubc.ca/sites/default/files/TE-Report-Web.pdf","2026-08-14T15:23:06",""
"1","UBC Vancouver","2022_UBCV_Sustainability-Hub-Strategic-Plan-2022-2027.pdf","SKIPPED","2909015","https://sustain.ubc.ca/sites/default/files/Sustainability-Hub-Strategic-Plan-Web.pdf","2026-08-14T15:23:10",""
"1","UBC Vancouver","nd_UBCV_Transforming-Sustainability-Education-at-UBC.pdf","SKIPPED","1015455","https://sustain.ubc.ca/sites/sustain.ubc.ca/files/uploads/images/teaching_learning/transforming-sustainability-education-at-ubc-desired-student-attributes-and-pathways-for-implementat.pdf","2026-08-14T15:23:11",""
"1","UBC Vancouver","2021_UBCV_Wellbeing-Strategic-Framework-Roadmap-Dashboard.pdf","FAILED","0","https://wellbeing.ubc.ca/sites/wellbeing.ubc.ca/files/u1582/WSF%20Roadmap%20Dashboard_18Oct2021.pdf","2026-08-18T14:14:45","The remote server returned an error: (404) Not Found."
"1","UBC Vancouver","nd_UBCV_Campus-Urban-Biodiversity-Strategic-CUBS-Plan.pdf","SKIPPED","196163","https://sustain.ubc.ca/sites/default/files/SEEDS%20Uploads/Campus%20Urban%20Biodiversity%20Strategic%20(CUBS)%20Plan.pdf","2026-08-14T15:23:15",""
"1","UBC Vancouver","nd_UBCV_UBC-Biodiversity-Annual-Report.pdf","SKIPPED","3098645","https://sustain.ubc.ca/sites/sustain.ubc.ca/files/SEEDS%20Uploads/UBC_BiodiversityAnnualReport_FINAL.pdf","2026-08-14T15:23:18",""
"1","UBC Vancouver","2024_UBCV_AMS-Waste-Audit-Report.pdf","SKIPPED","7078514","https://www.ams.ubc.ca/wp-content/uploads/2024/04/Waste-Audit-Final-Report-2024-1.pdf","2026-08-14T15:23:26",""
"1","UBC Vancouver","nd_UBCV_UBC-Food-System-Asset-Map.pdf","SKIPPED","5554850","https://sustain.ubc.ca/sites/default/files/seedslibrary/LFS%20450_Project_07_Food%20Asset%20Map_2ndSubmission_FinalReport.pdf","2026-08-14T15:23:33",""
"1","UBC Okanagan","2021_UBCO_UBCO-Climate-Action-Plan-2030-Final.pdf","SKIPPED","3105277","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/05/2021-UBCO-CAP-2030-Final-web-1.pdf","2026-08-14T15:23:37",""
"1","UBC Okanagan","2021_UBCO_UBCO-CAP-2030-Public-Engagement-Summary-Report.pdf","SKIPPED","1152556","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/05/UBCO-CAP-2030-Summary-Report.pdf","2026-08-14T15:23:38",""
"1","UBC Okanagan","2023_UBCO_UBCO-Climate-Adaptation-Resilience-Biodiversity-CARB-Strategy.pdf","SKIPPED","3788287","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/05/UBCO-CARB-Strategy-compressed.pdf","2026-08-14T15:23:42",""
"1","UBC Okanagan","2024_UBCO_Okanagan-Food-GHG-Baseline-Project.pdf","SKIPPED","563030","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Okanagan-Food-GHG-Baseline-Project.pdf","2026-08-14T15:23:43",""
"1","UBC Okanagan","2024_UBCO_Intercampus-Air-Travel-SEEDS-Study.pdf","SKIPPED","2511299","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Reducing-Greenhouse-Gas-Emissions.pdf","2026-08-14T15:23:46",""
"1","UBC Okanagan","2024_UBCO_Post-Pandemic-Climate-Engagement-Report.pdf","SKIPPED","630418","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Community-Engagement-Strategies-for-Climate-Change.pdf","2026-08-14T15:23:47",""
"1","UBC Okanagan","2023_UBCO_UBCO-CAP-2030-Implementation-Progress-Report.pdf","SKIPPED","265209","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/UBCO-CAP-2030-Implementation-Progress-Report.pdf","2026-08-14T15:23:47",""
"1","UBC Okanagan","2022_UBCO_UBCO-CAP-Implementation-Progress-Report-Oct-2022.pdf","FAILED","0","https://sustain.ok.ubc.ca/wp-content/uploads/sites/70/2022/12/UBCO-CAP-Implementation-Progress-Report-2022-Oct-Final.pdf","2026-08-18T14:14:48","The remote server returned an error: (404) Not Found."
"1","UBC Okanagan","2023_UBCO_Joint-UBC-Climate-Change-Accountability-Report.pdf","SKIPPED","3621308","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Joint-UBC-Climate-Change-Accountability-Report.pdf","2026-08-14T15:23:55",""
"1","UBC Okanagan","2023_UBCO_UBC-FY2023-TCFD-Report.pdf","SKIPPED","1445483","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2023-Task-Force-on-Climate-Related-Financial-Disclosures-Report-v2.pdf","2026-08-14T15:23:58",""
"1","UBC Okanagan","2022_UBCO_UBC-FY2022-TCFD-Report.pdf","SKIPPED","3545719","https://sustain.ubc.ca/sites/default/files/files/1122_MASTER_TCFD%20FINAL-%2011%2022%202022.pdf","2026-08-14T15:24:03",""
"1","UBC Okanagan","2025_UBCO_UBC-Okanagan-Campus-Plan-2025-Update-Final.pdf","SKIPPED","9998823","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2025/07/20250520-UBCO-Campus-Plan-Update-Final.pdf","2026-08-14T15:24:14",""
"1","UBC Okanagan","2021_UBCO_UBC-Okanagan-Transportation-Plan.pdf","SKIPPED","2068728","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2024/06/UBCO-TPlan-Final-2022-01-11.pdf","2026-08-14T15:24:17",""
"1","UBC Okanagan","2023_UBCO_UBCO-Transportation-Status-Report-2023.pdf","SKIPPED","1148630","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2026/01/UBCO2023-TransportationStatusReport-FINAL.pdf","2026-08-14T15:24:18",""
"1","UBC Okanagan","2021_UBCO_UBCO-Transportation-Status-Report-2021.pdf","SKIPPED","1414884","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2026/01/UBCO2021-TransportationStatusReport-FINAL.pdf","2026-08-14T15:24:22",""
"1","UBC Okanagan","2019_UBCO_UBCO-Transportation-Status-Report-2019.pdf","SKIPPED","1011658","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2026/01/UBCO-2019TransportationStatusReport-FINAL.pdf","2026-08-14T15:24:23",""
"1","UBC Okanagan","2017_UBCO_UBCO-Transportation-Status-Report-2017.pdf","SKIPPED","1050354","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2026/01/UBCO-2017TransportationStatusReportV2-FINAL.pdf","2026-08-14T15:24:24",""
"1","UBC Okanagan","2015_UBCO_UBCO-Transportation-Status-Report-2015.pdf","SKIPPED","873874","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2026/01/UBCO-2015TransportationStatusReport-FINAL.pdf","2026-08-14T15:24:25",""
"1","UBC Okanagan","2025_UBCO_2025-UBCO-Bike-Infrastructure-Audit-Report.pdf","SKIPPED","7582644","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2026/02/Final-2025-Bike-Infrastructure-Audit-Report.pdf","2026-08-14T15:24:34",""
"1","UBC Okanagan","2018_UBCO_UBCO-Innovation-Precinct-Structure-Plan.pdf","SKIPPED","11768766","https://campusplanning.ok.ubc.ca/wp-content/uploads/sites/202/2024/07/UBCO-IPSP-Final.pdf","2026-08-14T15:24:48",""
"1","UBC Okanagan","2006_UBCO_UBCO-Wildland-Fire-Management-Plan.pdf","SKIPPED","3214194","https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2026/05/UBCO-Wildland-Fire-Mngt-Plan-Final-July-28.pdf","2026-08-14T15:24:52",""
"1","UBC Okanagan","2022_UBCO_UBCO-Integrated-Pest-Management-Plan-2022.pdf","SKIPPED","387146","https://operations.ok.ubc.ca/wp-content/uploads/sites/200/2024/10/UBCO-IPM-Plan-2022.pdf","2026-08-14T15:24:53",""
"1","UBC Okanagan","2024_UBCO_UBCO-Energy-Operations-Annual-Report-FY2023-24.pdf","SKIPPED","2765211","https://operations.ok.ubc.ca/wp-content/uploads/sites/200/2024/09/FY2023-2024-Report-FINAL.pdf","2026-08-14T15:24:56",""
"1","UBC Okanagan","2025_UBCO_UBCO-Strategic-Energy-Management-Plan-Update.pdf","SKIPPED","1383227","https://operations.ok.ubc.ca/wp-content/uploads/sites/200/2025/11/SEMP-update-Aug-2025-Final.pdf","2026-08-14T15:24:57",""
"1","UBC Okanagan","2025_UBCO_UBCO-Integrated-Energy-Strategy-Update.pdf","SKIPPED","2275505","https://operations.ok.ubc.ca/wp-content/uploads/sites/200/2025/12/UBCO-Integrated-Energy-Strategy-Update-October-2025.pdf","2026-08-14T15:25:01",""
"1","UBC Okanagan","2021_UBCO_UBCO-Building-Energy-Target-Archetype-Study.pdf","SKIPPED","3805817","https://operations.ok.ubc.ca/wp-content/uploads/sites/200/2024/06/R-09639_010-2021-12-22-RPT-UBCO-Archetype-Study_Final_ISSUED.pdf","2026-08-14T15:25:05",""
"1","UBC Okanagan","2020_UBCO_TRC-Commitments-Annual-Report-2020.pdf","SKIPPED","4065460","https://okmain.cms.ok.ubc.ca/wp-content/uploads/sites/26/2021/01/TRC-2020-Annual-Report-spreads.pdf","2026-08-14T15:25:10",""
"1","UBC Okanagan","2021_UBCO_TRC-Commitments-Annual-Report-2021.pdf","SKIPPED","4329261","https://okmain.cms.ok.ubc.ca/wp-content/uploads/sites/26/2022/02/TRC-2021-Annual-Report.pdf","2026-08-14T15:25:14",""
"1","UBC Okanagan","2022_UBCO_TRC-Commitments-Annual-Report-2022.pdf","SKIPPED","3759706","https://okmain.cms.ok.ubc.ca/wp-content/uploads/sites/26/2023/06/TRC-2022-Annual-Report.pdf","2026-08-14T15:25:18",""
"1","UVic","2023_UVic_Climate-and-Sustainability-Action-Plan-CSAP-2030-Strategy.pdf","SKIPPED","9960934","https://www.uvic.ca/_assets/docs/csap2030-strategy.pdf","2026-08-14T15:25:31",""
"1","UVic","2023_UVic_CSAP-2030-Actions.pdf","SKIPPED","1576102","https://www.uvic.ca/_assets/docs/csap2030-actions.pdf","2026-08-14T15:25:33",""
"1","UVic","2017_UVic_Sustainability-Policy.pdf","SKIPPED","81390","https://www.uvic.ca/sustainability/assets/docs/policy/sustainability-policy-2017.pdf","2026-08-14T15:25:33",""
"1","UVic","2020_UVic_Sustainability-Action-Plan-Campus-Operations-2020-2021.pdf","SKIPPED","1066233","https://www.uvic.ca/sustainability/assets/docs/uvic-sustainability-action-plan-2020-2021.pdf","2026-08-14T15:25:34",""
"1","UVic","2021_UVic_2021-SAP-Final-Close-out-Report.pdf","SKIPPED","1156695","https://www.uvic.ca/sustainability/assets/docs/reports/2021-sap-closeout-report-final.pdf","2026-08-14T15:25:35",""
"1","UVic","2019_UVic_2019-SAP-Final-Report.pdf","SKIPPED","1098359","https://www.uvic.ca/sustainability/assets/docs/reports/2019.11.29_sap-close-out-report-final.pdf","2026-08-14T15:25:38",""
"1","UVic","2016_UVic_2016-SAP-Progress-Report-Full.pdf","SKIPPED","693445","https://www.uvic.ca/sustainability/assets/docs/reports/2016.Progress.Report.pdf","2026-08-14T15:25:40",""
"1","UVic","2025_UVic_Climate-Change-Accountability-Report-CCAR-2025.pdf","SKIPPED","9805389","https://www.uvic.ca/sustainability/assets/docs/reports/ccar25.pdf","2026-08-14T15:25:51",""
"1","UVic","2024_UVic_Climate-Change-Accountability-Report-CCAR-2024.pdf","SKIPPED","2587218","https://www.uvic.ca/sustainability/assets/docs/ccar24.pdf","2026-08-14T15:25:54",""
"1","UVic","2023_UVic_Climate-Change-Accountability-Report-CCAR-2023.pdf","SKIPPED","5492296","https://www.uvic.ca/sustainability/assets/docs/cnar23.pdf","2026-08-14T15:26:00",""
"1","UVic","2023_UVic_Campus-Traffic-Survey-2023-Final-Report.pdf","SKIPPED","16371059","https://www.uvic.ca/campusplanning/assets/blocks/content/accordions/20240403_uvictrafficsurvey_2023report_final1.pdf","2026-08-14T15:26:20",""
"1","UVic","2021_UVic_Campus-Traffic-Survey-2021.pdf","SKIPPED","7497171","https://www.uvic.ca/campusplanning/assets/blocks/content/accordions/20220408_uvictrafficsurvey_2021_report_final.pdf","2026-08-14T15:26:29",""
"1","UVic","2019_UVic_Campus-Cycling-Plan.pdf","SKIPPED","14004386","https://www.uvic.ca/campusplanning/assets/docs/campus-cycling-plan-docs/campus-cycling-plan.pdf","2026-08-14T15:26:46",""
"1","UVic","2016_UVic_Campus-Plan-2016.pdf","SKIPPED","25232113","https://www.uvic.ca/campusplanning/assets/docs/CampusPlan2016.pdf","2026-08-14T15:27:16",""
"1","UVic","2020_UVic_UVic-Supplier-Code-of-Conduct.pdf","SKIPPED","279036","https://www.uvic.ca/purchasing/assets/docs/uvicsuppliercodeofconduct.pdf","2026-08-14T15:27:17",""
"1","UVic","nd_UVic_UVic-Sustainable-Procurement-Initiatives-Scholars-report.pdf","SKIPPED","158698","https://www.uvic.ca/graduatestudies/_assets/docs/sustainability-scholars/ssp-uvic-sustainable-procurement-initiatives-developing-an-implementation-strategy-for-supplier-code-of-conduct-and-ecovadis-supplier-sustainability-assessments-uvic-purchasing.pdf","2026-08-14T15:27:17",""
"1","UVic","2021_UVic_UVic-Foundation-Responsible-Investment-Policy.pdf","SKIPPED","249120","https://www.uvic.ca/uvic-foundation/assets/docs/responsible_investment_policy.pdf","2026-08-14T15:27:17",""
"1","UVic","2018_UVic_Sustainability-Advisory-Committee-Terms-of-Reference.pdf","SKIPPED","56040","https://www.uvic.ca/campusplanning/about/committees/sustainabilityadvisorycommittee/sac-terms-of-reference-18.pdf","2026-08-14T15:27:17",""
"1","UVic","2021_UVic_Sustainability-Course-Inventory-2021-2022.pdf","SKIPPED","465099","https://www.uvic.ca/sustainability/assets/docs/2021-2022courseinv.pdf","2026-08-14T15:27:18",""
"1","UVic","2022_UVic_2022-Waste-Audit.pdf","SKIPPED","8283246","https://www.uvic.ca/sustainability/assets/docs/2022wasteaudit.pdf","2026-08-14T15:27:28",""
"1","UVic","2021_UVic_2021-Default-Veg-Report.pdf","SKIPPED","2815977","https://www.uvic.ca/sustainability/assets/docs/default-veg_report_2021.pdf","2026-08-14T15:27:32",""
"1","UVic","2011_UVic_Integrated-Energy-Master-Plan.pdf","SKIPPED","8459118","https://www.uvic.ca/sustainability/assets/docs/policy/uvic-integrated-energy-plan.pdf","2026-08-14T15:27:44",""
"1","UVic","2023_UVic_Real-Estate-Strategy-2023.pdf","SKIPPED","13648188","https://www.uvic.ca/_assets/docs/reports/116176-budg_uvic-district-real-estate-plan_v4.pdf","2026-08-14T15:28:00",""
"1","UVic","2017_UVic_UVic-STARS-Report-2017-self-hosted-copy.pdf","SKIPPED","1628728","https://www.uvic.ca/sustainability/assets/docs/uvic-STARS-2017.pdf","2026-08-14T15:28:02",""
"1","SFU","2022_SFU_Strategic-Sustainability-and-Climate-Action-Plan-2022-2025.pdf","SKIPPED","8287984","https://www.sfu.ca/content/dam/sfu/sustainability/Reports/SFUS_SFU2025-2023_V1-Nov2022.pdf","2026-08-14T15:28:12",""
"1","SFU","2020_SFU_SFU-2020-2025-Sustainability-Plan.pdf","SKIPPED","7746967","https://www.sfu.ca/content/dam/sfu/sustainability/Reports/SFU%20Sustainability%20Plan%202025_v1.0_date02282020_digital.pdf","2026-08-14T15:28:21",""
"1","SFU","2020_SFU_5-Year-Plan-Summer-2020-Progress-Report.pdf","SKIPPED","550979","https://www.sfu.ca/content/dam/sfu/sustainability/Reports/5YP_Summer2020Report_09212020FINAL.pdf","2026-08-14T15:28:22",""
"1","SFU","2020_SFU_5-Year-Plan-Spring-2020-Quarterly-Report.pdf","SKIPPED","652554","https://www.sfu.ca/content/dam/sfu/sustainability/Reports/5YP_QuarterlyReport_Spring2020_05.22.2020.pdf","2026-08-14T15:28:23",""
"1","SFU","2020_SFU_2020-Annual-Sustainability-Report.pdf","SKIPPED","9447607","https://www.sfu.ca/content/dam/sfu/sustainability/Reports/annual_sustainability_report_2020.pdf","2026-08-14T15:28:34",""
"1","SFU","2022_SFU_2020-2022-Annual-Sustainability-Report.pdf","SKIPPED","8222413","https://www.sfu.ca/content/dam/sfu/sustainability/About/Publications/ASR_2020_2022.pdf","2026-08-14T15:28:44",""
"1","SFU","2022_SFU_SFU-Greenhouse-Gas-Inventory-2019-2022.pdf","SKIPPED","5887710","https://www.sfu.ca/content/dam/sfu/sustainability/About/Publications/GHG_inventory_2019-2022.pdf","2026-08-14T15:28:51",""
"1","SFU","2021_SFU_SFU-Climate-Change-Risk-Assessment-Report.pdf","SKIPPED","2055914","https://www.sfu.ca/content/dam/sfu/sustainability/Reports/2021_SFUClimateRiskAssessmentReport.pdf","2026-08-14T15:28:54",""
"1","SFU","2025_SFU_Climate-Change-Accountability-Report-2025.pdf","SKIPPED","14601576","https://www.sfu.ca/content/dam/sfu/fs/files/SustainableInitiatives/2025_SFU_CCAR.pdf","2026-08-14T15:29:11",""
"1","SFU","2024_SFU_Climate-Change-Accountability-Report-2024.pdf","SKIPPED","11111470","https://www.sfu.ca/content/dam/sfu/fs/files/SustainableInitiatives/2024_SFU_CCAR.pdf","2026-08-14T15:29:25",""
"1","SFU","2023_SFU_Climate-Change-Accountability-Report-2023.pdf","SKIPPED","3117644","https://www.sfu.ca/content/dam/sfu/fs/files/SustainableInitiatives/CCAR%202023%20-%20SFU.pdf","2026-08-14T15:29:29",""
"1","SFU","2022_SFU_Climate-Change-Accountability-Report-2022.pdf","SKIPPED","1031423","https://www.sfu.ca/content/dam/sfu/fs/files/SustainableInitiatives/2022%20Climate%20Change%20Accountability%20Report.pdf","2026-08-14T15:29:30",""
"1","SFU","2017_SFU_SFU-20-Year-Sustainability-Vision-and-Goals.pdf","SKIPPED","215899","https://hub.aashe.org/media/SFU%2020-Year%20Sustainability%20Vision%20and%20Goals%20(Feb%2028).pdf","2026-08-14T15:29:32",""
"1","SFU","2016_SFU_SFU-Community-Conversations-Booklet.pdf","SKIPPED","13154287","https://hub.aashe.org/media/SFU2021%20Community%20Conversations%20booklet.pdf","2026-08-14T15:33:17",""
"1","SFU","2016_SFU_SFU-Sustainability-Information-Sheets.pdf","SKIPPED","22207076","https://hub.aashe.org/media/SFU%20Sustainability%20Info%20Sheets.pdf","2026-08-14T15:36:11",""
"1","SFU","2018_SFU_Social-Procurement-Guide-4-institution-BC-collaboration.pdf","SKIPPED","962576","https://www.sfu.ca/content/dam/sfu/finance/services/procurement/SocialProcurementGuide_web.pdf","2026-08-14T15:36:13",""
"1","SFU","2025_SFU_Supply-Chains-Act-Report-2025.pdf","SKIPPED","347212","https://www.sfu.ca/content/dam/sfu/finance/services/procurement/Supply-Chains-Act-Report-2025-Signed.pdf","2026-08-14T15:36:13",""
"1","SFU","2025_SFU_BC-EV-Charging-Alliance-Roadmap-Phase-1-Report.pdf","SKIPPED","4288695","https://a.iscdn.net/foresight/2025/04/3641_foresight-canada-electric-vehicle-charging-alliance-roadmap.pdf","2026-08-14T15:36:19",""
"1","TRU","2019_TRU_Campus-Strategic-Sustainability-Plan-2020-2025.pdf","SKIPPED","4658580","https://www.tru.ca/__shared/assets/campus-strategic-sustainability-plan-2020-202547354.pdf","2026-08-14T15:36:26",""
"1","TRU","2025_TRU_Climate-Change-Accountability-Report-2025.pdf","SKIPPED","2722240","https://www.tru.ca/__shared/assets/climate-change-accountability-report-202565391.pdf","2026-08-14T15:36:31",""
"1","TRU","2022_TRU_TRU-Zero-Waste-Plan-2022-2027.pdf","SKIPPED","2351501","https://www.tru.ca/__shared/assets/tru-zero-waste-plan-2022-202755989.pdf","2026-08-14T15:36:34",""
"1","TRU","2025_TRU_Strategic-Energy-Management-Plan-2025.pdf","SKIPPED","3248715","https://www.tru.ca/__shared/assets/strategic-energy-management-plan64312.pdf","2026-08-14T15:36:39",""
"1","TRU","2025_TRU_Campus-Master-Plan-Refresh.pdf","SKIPPED","12784464","https://www.tru.ca/__shared/assets/2025-campus-master-plan-refresh.pdf","2026-08-14T15:36:57",""
"1","TRU","nd_TRU_List-of-Sustainability-Focused-Courses.pdf","SKIPPED","173580","https://www.tru.ca/__shared/assets/List_of_Sustainability_Focused_Courses33174.pdf","2026-08-14T15:36:58",""
"1","TRU","2023_TRU_TRU-Sustainability-Grant-Fund-Terms-of-Reference-2023-24.pdf","SKIPPED","305443","https://www.tru.ca/__shared/assets/TRU_Sustainability_Grant_Fund_Terms_of_Reference_-_2023_-_202458190.pdf","2026-08-14T15:36:58",""
"1","TRU","2025_TRU_TRU-Sustainability-Research-Grant-for-Faculty-2025-26.pdf","SKIPPED","188358","http://www.tru.ca/__shared/assets/Sustainability_Research_Grant_for_Faculty_2025-202664878.pdf","2026-08-14T15:36:59",""
"1","TRU","nd_TRU_FleetCarma-Electric-Vehicle-Suitability-Assessment.pdf","SKIPPED","447955","https://www.tru.ca/__shared/assets/FleetCarma_Electric_Vehicle_Suitability_Assessment41011.pdf","2026-08-14T15:36:59",""
"1","TRU","2026_TRU_Sustainability-Literacy-Assessment-Report-2026.pdf","SKIPPED","354807","https://www.tru.ca/__shared/assets/2026-literacy-assessment-report65173.pdf","2026-08-14T15:37:00",""
"1","TRU","2019_TRU_TRU-Investment-Asset-Breakdown.pdf","SKIPPED","482740","https://www.tru.ca/__shared/assets/Asset_Breakdown_201949110.pdf","2026-08-14T15:37:01",""
"1","UFV","nd_UFV_UFV-Sustainability-Policy-Policy-244.pdf","SKIPPED","165576","https://www.ufv.ca/media/assets/secretariat/policies/Sustainability-(244).pdf","2026-08-14T15:37:02",""
"1","UFV","2025_UFV_Climate-Change-Accountability-Report-2025.pdf","SKIPPED","2556865","https://www.ufv.ca/media/assets/office-of-sustainability/2025-UFV-Climate-Change-Accountability-Report.pdf","2026-08-14T15:37:05",""
"1","UFV","2025_UFV_Strategic-Energy-Management-Plan-Report-202425.pdf","SKIPPED","1974578","https://www.ufv.ca/media/assets/office-of-sustainability/SEMP-Report-2024-2025.pdf","2026-08-14T15:37:08",""
"1","UFV","2022_UFV_Transportation-Demand-Management-TDM-Report.pdf","SKIPPED","17691510","https://www.ufv.ca/media/assets/centre-for-environmental-sustainability/2022_UFV_TDM.pdf","2026-08-14T15:37:33",""
"1","UFV","2016_UFV_Abbotsford-Campus-Master-Plan.pdf","SKIPPED","21165298","https://www.ufv.ca/media/assets/campus-planning/pdfs/UFV-CMP-20160422_Reduced.pdf","2026-08-14T15:38:02",""
"1","UFV","2024_UFV_Chilliwack-Campus-Plan.pdf","SKIPPED","1792958","https://chilliwack.campuscommunities.ca/wp-content/uploads/2024/07/UFV-CCP-20240614-compressed.pdf","2026-08-14T15:38:05",""
"1","UFV","2025_UFV_Institutional-Accountability-Plan-and-Report-202425.pdf","SKIPPED","4275020","https://www.ufv.ca/media/assets/institutional-research/accountabilityreport/UFV-IAPR-2024-25-2025-07-10.pdf","2026-08-14T15:38:11",""
"1","Selkirk College","2023_Selkirk_Selkirk-College-Sustainability-Plan-2023-2027.pdf","SKIPPED","4043731","https://selkirk.ca/sites/default/files/documents/selkirk-college-sustainability-plan-2023.pdf","2026-08-14T15:38:17",""
"1","Camosun College","2018_Camosun_Camosun-Sustainability-Plan-201819-202122.pdf","SKIPPED","2740168","https://camosun.ca/sites/default/files/2022-07/Camosun-Sustainability-Plan-2018-2022.pdf","2026-08-14T15:38:33",""
"1","Camosun College","2025_Camosun_Camosun-Climate-Pathways-V4.pdf","SKIPPED","110850","https://camosun.ca/sites/default/files/2025-09/ClimatePathwaysV4.pdf","2026-08-14T15:38:35",""
"1","KPU","2019_KPU_KPU-Sustainability-Framework-KPU2050.pdf","SKIPPED","2348158","https://www.kpu.ca/sites/default/files/KPU%20Sustainability%20Plan.pdf","2026-08-14T15:38:38",""
"1","KPU","2024_KPU_KPU-Sustainability-Report-2023-2024.pdf","SKIPPED","17185823","https://www.kpu.ca/sites/default/files/Campus%20and%20Community%20Planning/Sustainability%20Report_2023-2024.pdf","2026-08-14T15:39:03",""
"1","UNBC","2025_UNBC_UNBC-Sustainability-Strategic-Plan-2025-2035-draft-v5.1.pdf","SKIPPED","7369184","https://www.unbc.ca/sites/default/files/sections/sustainability/unbcsustainabilityplan2025-2035draftv5_1.pdf","2026-08-14T15:39:15",""
"1","BC Government / Sector","2025_BCGov_Okanagan-College-2025-CCAR-OC's-own-filing.pdf","SKIPPED","1069851","https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/okanagan_college_2025_ccar.pdf","2026-08-14T15:39:18",""
"1","Labour market research","2026_Research_The-Demand-for-Green-Skills-and-the-Impact-on-Apprentices-Future-Skills-Centre.pdf","FAILED","0","https://fsc-ccf.ca/wp-content/uploads/2026/03/FSC_Green-economy-report-EN.pdf","2026-08-18T14:14:51","The request was aborted: Could not create SSL/TLS secure channel."
"1","Labour market research","2026_Research_Sustainable-Jobs-in-BC-ACET-Pembina-synthesis.pdf","SKIPPED","5228540","https://www.pembina.org/sites/default/files/2026-04/ACET-Pembina_Sustainable_Jobs_Workshop_Synthesis_report_Final_0.pdf","2026-08-14T15:39:29",""
"2","UBC Vancouver","2023_UBCV_UBC-Vancouver-Transportation-Status-Report-2023.pdf","SKIPPED","1101889","https://planning.ubc.ca/sites/default/files/2024-06/UBC2023-TransportationStatusReport-FINAL.pdf","2026-08-14T15:39:31",""
"2","UBC Vancouver","2022_UBCV_UBC-Vancouver-Transportation-Status-Report-2022.pdf","SKIPPED","1120238","https://planning.ubc.ca/sites/default/files/2023-06/UBC2022-TransportationStatusReport-FINAL.pdf","2026-08-14T15:39:35",""
